|-------------------------------------------------------------------------|
|   File Name : in_lon.dat
|   Subject   : reference longitudes used for initial guess atmosphere
|   File Type : input of gmtr
|   Data Type : atmospherical data
|   Author/s  : WRF-Chem
|   Date      : Fri Jul 26 15:39:24 2024
|-------------------------------------------------------------------------|

 WRF-Chem profiles
#
 number of profiles
#
  135
#
  22.25745  22.25745  22.25745  22.25745  22.25745  22.25745  22.25745  22.25745
  22.25745  22.26663  22.27582  22.28506  22.29431  22.30356  22.31284  22.32214
  22.33148  22.34082  22.35019  22.35959  22.36899  22.37842  22.38788  22.39737
  22.40686  22.41638  22.42593  22.43549  22.44507  22.45468  22.46432  22.47397
  22.48364  22.49335  22.50305  22.51279  22.52255  22.53235  22.54214  22.55200
  22.56183  22.57172  22.58163  22.59155  22.60150  22.61145  22.62146  22.63147
  22.64151  22.65158  22.66168  22.67178  22.68192  22.69208  22.70227  22.71246
  22.72272  22.73297  22.74323  22.75354  22.76389  22.77423  22.78461  22.79501
  22.80545  22.81589  22.82639  22.83688  22.84741  22.85797  22.86853  22.87915
  22.88977  22.90045  22.91113  22.92181  22.93256  22.94333  22.95410  22.96494
  22.97577  22.98663  22.99753  23.00845  23.01938  23.03036  23.04135  23.05240
  23.06345  23.07452  23.08563  23.09677  23.10794  23.11914  23.13034  23.14160
  23.15286  23.16418  23.17551  23.18686  23.19824  23.20966  23.22113  23.23260
  23.24408  23.25562  23.26718  23.27878  23.29041  23.30203  23.31372  23.32544
  23.33716  23.34894  23.36072  23.37256  23.38440  23.39630  23.40823  23.42017
  23.43216  23.44415  23.45621  23.46826  23.48038  23.49249  23.50467  23.51688
  23.52911  23.54135  23.55365  23.56598  23.57834  23.59073  23.59073
