|-------------------------------------------------------------------------|
|   File Name : in_lon.dat
|   Subject   : reference longitudes used for initial guess atmosphere
|   File Type : input of gmtr
|   Data Type : atmospherical data
|   Author/s  : WRF-Chem
|   Date      : Fri Jul 26 15:39:24 2024
|-------------------------------------------------------------------------|

 WRF-Chem profiles
#
 number of profiles
#
  135
#
  14.38516  14.38516  14.38516  14.38516  14.38516  14.38516  14.38516  14.38516
  14.38516  14.38547  14.38577  14.38608  14.38638  14.38669  14.38699  14.38733
  14.38763  14.38794  14.38824  14.38858  14.38889  14.38919  14.38953  14.38983
  14.39014  14.39047  14.39078  14.39111  14.39142  14.39175  14.39206  14.39240
  14.39270  14.39304  14.39337  14.39368  14.39401  14.39435  14.39465  14.39499
  14.39532  14.39566  14.39597  14.39630  14.39664  14.39697  14.39731  14.39764
  14.39798  14.39832  14.39865  14.39899  14.39932  14.39966  14.40002  14.40036
  14.40070  14.40103  14.40137  14.40173  14.40207  14.40240  14.40277  14.40311
  14.40344  14.40381  14.40414  14.40451  14.40485  14.40521  14.40558  14.40591
  14.40628  14.40662  14.40698  14.40735  14.40771  14.40805  14.40842  14.40878
  14.40915  14.40952  14.40988  14.41025  14.41061  14.41098  14.41135  14.41171
  14.41208  14.41245  14.41281  14.41318  14.41357  14.41394  14.41431  14.41467
  14.41507  14.41544  14.41583  14.41620  14.41660  14.41696  14.41736  14.41772
  14.41812  14.41849  14.41888  14.41928  14.41965  14.42004  14.42044  14.42084
  14.42123  14.42163  14.42200  14.42239  14.42279  14.42322  14.42361  14.42401
  14.42441  14.42480  14.42520  14.42560  14.42603  14.42642  14.42682  14.42725
  14.42764  14.42804  14.42847  14.42886  14.42929  14.42972  14.42972
