|-------------------------------------------------------------------------|
|   File Name : in_lon.dat
|   Subject   : reference longitudes used for initial guess atmosphere
|   File Type : input of gmtr
|   Data Type : atmospherical data
|   Author/s  : WRF-Chem
|   Date      : Fri Jul 26 15:39:24 2024
|-------------------------------------------------------------------------|

 WRF-Chem profiles
#
 number of profiles
#
  135
#
  16.19241  16.19241  16.19241  16.19241  16.19241  16.19241  16.19241  16.19241
  16.19241  16.19476  16.19711  16.19946  16.20184  16.20419  16.20657  16.20895
  16.21133  16.21375  16.21613  16.21854  16.22095  16.22336  16.22577  16.22821
  16.23062  16.23306  16.23550  16.23795  16.24039  16.24286  16.24533  16.24780
  16.25027  16.25275  16.25522  16.25772  16.26022  16.26273  16.26523  16.26776
  16.27026  16.27280  16.27533  16.27786  16.28040  16.28296  16.28552  16.28809
  16.29065  16.29321  16.29581  16.29840  16.30099  16.30359  16.30618  16.30881
  16.31143  16.31406  16.31668  16.31931  16.32196  16.32462  16.32727  16.32993
  16.33258  16.33527  16.33795  16.34064  16.34332  16.34604  16.34875  16.35147
  16.35419  16.35690  16.35965  16.36237  16.36514  16.36789  16.37064  16.37341
  16.37619  16.37897  16.38174  16.38455  16.38736  16.39017  16.39297  16.39581
  16.39862  16.40146  16.40433  16.40717  16.41003  16.41290  16.41577  16.41864
  16.42154  16.42441  16.42731  16.43024  16.43314  16.43607  16.43900  16.44196
  16.44489  16.44785  16.45081  16.45377  16.45673  16.45972  16.46271  16.46573
  16.46872  16.47174  16.47476  16.47778  16.48083  16.48386  16.48691  16.48999
  16.49304  16.49612  16.49921  16.50229  16.50540  16.50851  16.51163  16.51474
  16.51788  16.52103  16.52417  16.52734  16.53049  16.53366  16.53366
