x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53
277.12429817484895,277.51811885358836,277.66413375253853,277.7002963693435,277.8436994533224,278.14971807555736,278.4721280674825,278.80267479936253,279.17670381343873,279.6245598328965,280.0583039645805,280.4241529109704,280.8559371626515,281.3575415287968,281.8089403866486,282.18331975246304,282.4224092452186,282.57398499973584,283.11201063797955,284.35633381408536,285.42764536644324,285.62746246809854,285.1408187423458,285.01067516790863,284.9745003702923,284.8960404576689,284.78217064634873,284.72484519038215,284.7715393442589,284.9089280552076,285.05310841655637,285.3866213683949,285.6199535438828,285.5008312180263,285.07350540960965,284.9739163706071,284.4612910042813,284.09054318211224,283.84770905986744,283.88224686919204,283.8385721124047,284.0061650104189,283.94673543057587,283.83354639762683,283.87982354222953,284.04582583900003,283.8091289243267,283.63507082543424,283.4832100205139,283.459452539275,283.8267545691592,283.9652583131309,283.9149988890514
274.35098363354655,274.8053116833296,275.0859170179937,275.2664664817795,275.45527051378764,275.7003886034206,275.9275329415312,276.2116991488443,276.54979538900466,276.91679414540306,277.31401146374446,277.7463271477681,278.2324185700266,278.74856910620906,279.2063101077366,279.6279919297424,280.0149484517367,280.41347723382876,281.0480865280195,281.93649515074543,282.53974363125417,282.5756657290127,282.191438421836,281.8904362932763,281.72763029138974,281.64082255413757,281.6552292695791,281.69489144898813,281.76246211266545,282.00575944035756,282.3986416952496,282.6187384481244,282.666692791737,282.50241252631884,282.1332488244119,282.12678603714943,281.8438684925103,281.2181081958437,280.9633688630607,281.17520119517764,281.38933326071674,281.31386235479386,281.36530564098143,281.36041612204997,281.1050616681606,280.98498931558413,280.8883038288987,280.7223532430831,280.55150862283284,280.62092568212364,280.61817766596204,281.001740750529,280.9956648869262
271.4836902905304,271.8735610713572,272.14917211670127,272.2961777504159,272.3885598230771,272.6181001969633,272.93724948029006,273.26940787765835,273.6196798439858,273.97736486821435,274.357043812716,274.75373791766435,275.13014874829526,275.5478033668057,276.0652290124608,276.6384593209718,277.27962381122035,277.99947929741313,278.66721335770103,279.13328659725136,279.326764494037,279.3060146313147,279.14572711217374,278.76970894272375,278.5819961756933,278.60858654397003,278.83030777004893,279.04553369182423,279.11935050021293,279.19381970382096,279.4338866188677,279.45920617949486,279.394418416797,279.356376427563,279.21797979982506,278.9794445058237,278.92884902453454,278.61390983961246,278.5247514319961,278.6800873617959,278.74124796975855,278.59054775534804,278.6069756889054,278.7845816319371,278.4624442353728,278.1804835209345,277.9853793448031,277.8723260067154,278.01711775571556,278.2212470651255,277.87217330960436,278.0968265709583,278.0195942990085
268.54969294075164,268.8711273908441,269.1267031931844,269.2322623148237,269.2465627141975,269.4468325498774,269.8489584290314,270.23572756542995,270.5933525781138,270.9260854938296,271.25023917593546,271.54286501655383,271.7809254403496,272.14231467000855,272.77602613964126,273.50949458939226,274.3263171016155,275.22340334813845,275.87771541082464,276.1008764163953,276.14209932425064,276.13872551237966,276.0611356600436,275.76415959632976,275.72824657290744,275.90285330941566,276.2295194582791,276.5698321802203,276.6596384574275,276.48102829893037,276.3906213307467,276.3261006858541,276.2422038851843,276.33934730038163,276.4140067824738,275.76735467519,275.7943029870532,276.1731121090707,276.37450842798717,276.3340431931871,275.94142707427596,275.8964572176617,275.7599515624717,275.97023944666876,275.8284300954474,275.56770671999936,275.2162315501285,275.2669358934076,275.72931524563523,275.77270811447005,275.29096346761486,275.15290736028754,275.02265750685433
265.30369109617715,265.65821410619185,266.13625079660613,266.6042820550067,266.9103470772474,266.94447549608924,266.9993799647864,267.27443970852227,267.56971659792555,267.73555521191395,267.9093753881132,268.20471478468465,268.62559788736775,269.31282759429786,270.1024035016939,270.8481761337848,271.6592236351674,272.44224155905374,272.9384682116838,272.98365055600283,273.0478752974648,273.182596912919,273.16999529112167,273.2119202872839,273.41659207101617,273.5355027884052,273.4394977891202,273.3680916805931,273.5065990676962,273.67471918766864,273.91562501444696,274.037913585895,273.99161674252053,273.85979931367797,273.83831344383424,273.4453581477435,273.32584761605654,273.873667891752,274.22266821095053,273.9471724684243,273.54966325598645,273.567567398759,273.53380775114255,273.04886837132636,273.05272288588094,272.959175231239,273.086392860843,273.2344292211517,273.24513372867403,273.0342365783803,272.83487171010273,272.59346354652115,272.45487310369396
261.9975177745411,262.23214543519765,262.5690612314861,262.9815674893516,263.39820009865764,263.729400650504,264.0247917822875,264.30396584702873,264.58524141656477,264.96533474259036,265.4901049620226,266.1718280166605,266.9593197477517,267.72105447936934,268.3012317538007,268.7678155060929,269.2178226430563,269.65803692742605,270.0633104064272,270.21553055009895,270.1746824436887,270.15366965142664,270.2155971342791,270.3997841882577,270.75873486013603,271.02194307024047,271.01899214235084,270.92907407698874,271.004099045558,271.21972041760733,271.2529099117648,271.32266976587135,271.4023051581924,271.39987113351464,271.3305707300093,270.97288770343977,271.00095475935933,271.4769338288622,271.7894058647032,271.54373303341913,271.3944984214529,271.4937056176418,271.26797584615235,270.77232681650645,270.8199282587076,270.8702076747571,270.9402969909207,270.9102727646412,270.79797970780504,270.58500531047457,270.4456845758532,270.26880965514675,270.19470606828963
258.83797633897575,258.9972862500948,259.203029908023,259.49198323930665,259.8896044328578,260.3782426855639,260.86177194387983,261.2117269601569,261.55595743851177,262.10978368232725,262.8680683362826,263.7696142116337,264.72874263537193,265.5009628766544,265.96578889476433,266.2852105478659,266.525411514725,266.7481210649758,267.08756015680626,267.36866018943294,267.30857539891343,267.2133688827015,267.3959304929456,267.6679106569355,268.0413292473107,268.3675844867783,268.53725001554034,268.57497549300086,268.568168530568,268.6983173331313,268.53939000415664,268.5581734483025,268.75759417155376,268.8670725301625,268.7527024001184,268.4066602561078,268.6237351064709,268.93671897835,269.1397859461964,268.967191021665,269.05083779456197,269.17258933987216,268.7958215429369,268.49976905298536,268.58190686706695,268.6991666522504,268.60896180455893,268.40958620156226,268.2732916613888,268.10477552879087,267.95668649149957,267.8206218224229,267.8100977367342
255.8309298106569,255.9802673891864,256.1048679058911,256.2438799664313,256.4995001710155,256.93293777386776,257.46858445657244,257.9568558870326,258.45851746260405,259.06090809821006,259.7732688808437,260.5304612715259,261.249538820144,261.8893949769168,262.4035534653666,262.82766498761123,263.2268546396154,263.56351267726154,263.8410364399229,264.1144962824393,264.3128696827146,264.5598960065036,264.9905032719749,265.36819292506124,265.441782144601,265.43195176137544,265.5638443971504,265.81721824905645,265.7681292014655,265.6862625834851,265.83457370757384,265.99915437444736,266.22439210955196,266.11289765396134,265.9263166701966,265.69550133187386,266.0141355119915,266.0833778565145,266.10380527668923,265.95361573133084,266.09042969862696,266.07476075502456,265.8284170285506,265.8521514412096,266.0118999475676,266.0246520040428,265.8307644185933,265.6433391961118,265.5341881887314,265.372403649193,265.17845658378525,264.92407036290274,264.9355668918676
251.755851631901,251.93653594137865,252.1184199552488,252.33349797989786,252.62791785402806,253.02618909501786,253.5062003336825,254.04063962187718,254.7148130847467,255.56342924426002,256.4454253029917,257.2415402023123,257.8956505052566,258.3862501816968,258.75347678219447,259.0998993253223,259.4892446787166,259.8416684047195,260.1011950947133,260.3736361934627,260.64048224235415,260.9504403259896,261.41299405208207,261.87120797273883,262.0032035072758,262.0328653784112,262.28806351653736,262.7203674117825,262.9966171297342,263.14314341091284,263.1966091674875,263.209106149191,263.4007246436001,263.2644978764472,263.0251580561076,262.9676768813119,263.2066763418908,263.1419955723099,263.0417500047678,262.890800675614,263.026985732824,262.98176919303273,262.8221401298749,262.92976845647104,263.07580176467565,263.0318414332059,262.86578292875834,262.68271585096886,262.4821674162375,262.2990789448775,262.17321391406455,261.97080070175775,261.95219920703545
247.53953668753311,247.74534472194352,247.98663961769907,248.2966193237252,248.65995217024252,249.0434948544711,249.46019404741313,250.01541417074995,250.84058465021124,251.95271995919708,253.0470772893594,253.93773993411227,254.58257637159812,254.9214527924162,255.06964393249802,255.25988735020593,255.5541793761024,255.8589708184727,256.10511082455787,256.36626202302784,256.58460670270665,256.78034780666366,257.12731372324424,257.6318957069038,258.0342643380588,258.33615869182347,258.81616674073547,259.4035857404855,260.2437255151697,260.9061619182745,260.60255199934363,260.26724681007295,260.387278199554,260.35458476087507,260.0757656435446,260.22951635337336,260.27889541955307,260.14635944937146,259.9635498736211,259.79811227363814,259.90215662893513,259.8916568659997,259.7928250270917,259.84753474768775,259.92640033113145,259.8545700717576,259.79304889724057,259.6102010154368,259.2500178116921,259.03015595935557,259.03877340773096,258.9854202628695,258.9076212070459
