|-------------------------------------------------------------------------|
|   File Name : in_lon.dat
|   Subject   : reference longitudes used for initial guess atmosphere
|   File Type : input of gmtr
|   Data Type : atmospherical data
|   Author/s  : WRF-Chem
|   Date      : Fri Jul 26 15:39:24 2024
|-------------------------------------------------------------------------|

 WRF-Chem profiles
#
 number of profiles
#
  135
#
  18.18246  18.18246  18.18246  18.18246  18.18246  18.18246  18.18246  18.18246
  18.18246  18.18707  18.19165  18.19629  18.20090  18.20554  18.21021  18.21484
  18.21951  18.22418  18.22888  18.23358  18.23831  18.24301  18.24774  18.25250
  18.25726  18.26202  18.26678  18.27158  18.27637  18.28119  18.28601  18.29083
  18.29568  18.30054  18.30542  18.31027  18.31519  18.32007  18.32498  18.32990
  18.33484  18.33978  18.34473  18.34970  18.35468  18.35968  18.36469  18.36969
  18.37473  18.37976  18.38483  18.38989  18.39496  18.40005  18.40515  18.41025
  18.41537  18.42053  18.42566  18.43082  18.43600  18.44119  18.44638  18.45160
  18.45682  18.46204  18.46729  18.47256  18.47784  18.48312  18.48840  18.49374
  18.49905  18.50439  18.50974  18.51511  18.52048  18.52588  18.53128  18.53668
  18.54211  18.54758  18.55301  18.55850  18.56396  18.56946  18.57498  18.58051
  18.58606  18.59158  18.59717  18.60275  18.60834  18.61395  18.61957  18.62518
  18.63086  18.63651  18.64218  18.64789  18.65359  18.65930  18.66504  18.67078
  18.67654  18.68234  18.68811  18.69394  18.69977  18.70560  18.71146  18.71732
  18.72321  18.72910  18.73502  18.74094  18.74689  18.75284  18.75879  18.76480
  18.77081  18.77682  18.78284  18.78891  18.79498  18.80106  18.80716  18.81326
  18.81940  18.82553  18.83170  18.83789  18.84406  18.85028  18.85028
