|-------------------------------------------------------------------------|
|   File Name : in_lon.dat
|   Subject   : reference longitudes used for initial guess atmosphere
|   File Type : input of gmtr
|   Data Type : atmospherical data
|   Author/s  : WRF-Chem
|   Date      : Fri Jul 26 15:39:24 2024
|-------------------------------------------------------------------------|

 WRF-Chem profiles
#
 number of profiles
#
  135
#
  19.09006  19.09006  19.09006  19.09006  19.09006  19.09006  19.09006  19.09006
  19.09006  19.09570  19.10132  19.10696  19.11264  19.11829  19.12399  19.12970
  19.13541  19.14111  19.14685  19.15262  19.15839  19.16415  19.16995  19.17575
  19.18155  19.18738  19.19324  19.19910  19.20496  19.21085  19.21674  19.22266
  19.22858  19.23453  19.24048  19.24643  19.25241  19.25842  19.26443  19.27045
  19.27649  19.28253  19.28860  19.29468  19.30078  19.30688  19.31299  19.31912
  19.32529  19.33145  19.33762  19.34381  19.35004  19.35626  19.36249  19.36874
  19.37503  19.38129  19.38760  19.39392  19.40024  19.40659  19.41293  19.41931
  19.42572  19.43213  19.43854  19.44498  19.45142  19.45789  19.46436  19.47086
  19.47739  19.48392  19.49045  19.49701  19.50360  19.51019  19.51682  19.52344
  19.53006  19.53674  19.54340  19.55011  19.55679  19.56354  19.57028  19.57703
  19.58380  19.59061  19.59741  19.60422  19.61108  19.61792  19.62482  19.63171
  19.63861  19.64554  19.65250  19.65945  19.66644  19.67343  19.68045  19.68747
  19.69452  19.70160  19.70868  19.71579  19.72290  19.73004  19.73721  19.74438
  19.75159  19.75879  19.76602  19.77328  19.78055  19.78784  19.79517  19.80249
  19.80981  19.81720  19.82455  19.83197  19.83939  19.84683  19.85428  19.86176
  19.86926  19.87680  19.88434  19.89188  19.89948  19.90704  19.90704
