|-------------------------------------------------------------------------|
|   File Name : in_lon.dat
|   Subject   : reference longitudes used for initial guess atmosphere
|   File Type : input of gmtr
|   Data Type : atmospherical data
|   Author/s  : WRF-Chem
|   Date      : Fri Jul 26 15:39:24 2024
|-------------------------------------------------------------------------|

 WRF-Chem profiles
#
 number of profiles
#
  135
#
  12.12592  12.12592  12.12592  12.12592  12.12592  12.12592  12.12592  12.12592
  12.12592  12.12366  12.12143  12.11917  12.11691  12.11462  12.11237  12.11008
  12.10782  12.10553  12.10324  12.10092  12.09863  12.09631  12.09399  12.09167
  12.08936  12.08704  12.08469  12.08237  12.08002  12.07767  12.07532  12.07294
  12.07059  12.06821  12.06583  12.06345  12.06107  12.05865  12.05627  12.05386
  12.05145  12.04901  12.04660  12.04416  12.04175  12.03931  12.03687  12.03439
  12.03195  12.02948  12.02701  12.02454  12.02206  12.01956  12.01709  12.01459
  12.01208  12.00955  12.00705  12.00452  12.00198  11.99945  11.99692  11.99438
  11.99182  11.98926  11.98669  11.98413  11.98154  11.97897  11.97638  11.97379
  11.97116  11.96857  11.96594  11.96332  11.96069  11.95807  11.95541  11.95276
  11.95013  11.94745  11.94479  11.94211  11.93945  11.93674  11.93405  11.93137
  11.92865  11.92593  11.92322  11.92050  11.91776  11.91501  11.91226  11.90952
  11.90674  11.90399  11.90121  11.89844  11.89563  11.89282  11.89005  11.88721
  11.88440  11.88159  11.87875  11.87592  11.87305  11.87021  11.86734  11.86447
  11.86160  11.85873  11.85583  11.85294  11.85004  11.84711  11.84421  11.84128
  11.83832  11.83539  11.83243  11.82947  11.82651  11.82355  11.82056  11.81757
  11.81458  11.81158  11.80856  11.80554  11.80252  11.79947  11.79947
